"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"789",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(PARAQUAT = 61601)","HERBICIDE","(D)"
"790",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(ABAMECTIN = 122804)","INSECTICIDE","0.184"
"791",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(ACETAMIPRID = 99050)","INSECTICIDE","0.127"
"792",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(BIFENAZATE = 586)","INSECTICIDE","0.663"
"793",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","0.077"
"794",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"795",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.067"
"796",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
"797",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CYFLUMETOFEN = 138831)","INSECTICIDE","(D)"
"798",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CYPERMETHRIN = 109702)","INSECTICIDE","(D)"
"799",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"800",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"801",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
"802",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","(D)"
"803",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
"804",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(NALED = 34401)","INSECTICIDE","(D)"
"805",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(NOVALURON = 124002)","INSECTICIDE","0.212"
"806",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","0.116"
"807",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"808",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","0.095"
"809",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"810",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(ALKYL. DIM. BENZ. AM = 69105)","OTHER","(D)"
"811",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CHLOROPICRIN = 81501)","OTHER","(D)"
"812",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(DECYLDIMETHYLOCTYL = 69165)","OTHER","(D)"
"813",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(DICHLOROPROPENE = 29001)","OTHER","(D)"
"814",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(DIDECYL DIM. AMMON. = 69166)","OTHER","(D)"
"815",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(DIMETHYLDIOCTYL = 69149)","OTHER","(D)"
"816",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(FLUTRIAFOL = 128940)","OTHER","(D)"
"817",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"818",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"819",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"820",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","(NITROGEN)","39"
"821",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","(PHOSPHATE)","17"
"822",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","(POTASH)","43"
"823",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","(SULFUR)","(D)"
"824",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","4.8"
"825",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(D)"
"826",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","8"
"827",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"828",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"829",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYFLUFENAMID = 555550)","FUNGICIDE","(D)"
"830",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","2.1"
"831",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"832",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DODINE = 44301)","FUNGICIDE","(D)"
"833",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"834",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","2.1"
"835",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUTOLANIL = 128975)","FUNGICIDE","(D)"
"836",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUXAPYROXAD = 138009)","FUNGICIDE","(D)"
"837",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"838",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"839",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"840",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"841",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"842",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"843",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"844",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"845",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SULFUR = 77501)","FUNGICIDE","(D)"
"846",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(TETRACONAZOLE = 120603)","FUNGICIDE","(D)"
"847",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","3.6"
"848",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(THIRAM = 79801)","FUNGICIDE","5"
"849",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(TRIFLUMIZOLE = 128879)","FUNGICIDE","(D)"
"850",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(2,4-D","HERBICIDE","(D)"
"851",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(2,4-D","HERBICIDE","(D)"
"852",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"853",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE","(D)"
"854",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PARAQUAT = 61601)","HERBICIDE","(D)"
"855",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","4.1"
"856",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","1.3"
"857",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","4.7"
"858",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","1.5"
"859",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
"860",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1.2"
"861",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
"862",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYFLUMETOFEN = 138831)","INSECTICIDE","(D)"
"863",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYPERMETHRIN = 109702)","INSECTICIDE","(D)"
"864",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"865",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"866",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
"867",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","(D)"
"868",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
"869",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE","(D)"
"870",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","3.2"
"871",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","1.8"
"872",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"873",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","1.8"
"874",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"875",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ALKYL. DIM. BENZ. AM = 69105)","OTHER","(D)"
"876",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CHLOROPICRIN = 81501)","OTHER","(D)"
"877",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DECYLDIMETHYLOCTYL = 69165)","OTHER","(D)"
"878",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DICHLOROPROPENE = 29001)","OTHER","(D)"
"879",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DIDECYL DIM. AMMON. = 69166)","OTHER","(D)"
"880",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DIMETHYLDIOCTYL = 69149)","OTHER","(D)"
"881",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUTRIAFOL = 128940)","OTHER","(D)"
"882",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"883",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"884",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"885",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","(NITROGEN)","28.7"
"886",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","(PHOSPHATE)","18.6"
"887",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","(POTASH)","25.2"
"888",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","(SULFUR)","(D)"
"889",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","FUNGICIDE","29"
"890",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(D)"
"891",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE","88"
"892",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"893",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"894",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUFENAMID = 555550)","FUNGICIDE","(D)"
"895",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE","64"
"896",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"897",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DODINE = 44301)","FUNGICIDE","(D)"
"898",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"899",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE","64"
"900",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUTOLANIL = 128975)","FUNGICIDE","(D)"
"901",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUXAPYROXAD = 138009)","FUNGICIDE","(D)"
"902",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"903",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"904",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"905",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"906",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"907",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"908",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"909",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"910",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SULFUR = 77501)","FUNGICIDE","(D)"
"911",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TETRACONAZOLE = 120603)","FUNGICIDE","(D)"
"912",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","21"
"913",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIRAM = 79801)","FUNGICIDE","54"
"914",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE","95"
"915",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TRIFLUMIZOLE = 128879)","FUNGICIDE","(D)"
"916",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(2,4-D","HERBICIDE","(D)"
"917",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(2,4-D","HERBICIDE","(D)"
"918",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"919",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE","(D)"
"920",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE","(D)"
"921",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE","15"
"922",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE","18"
"923",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE","13"
"924",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE","11"
"925",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE","35"
"926",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
"927",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","16"
"928",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
"929",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUMETOFEN = 138831)","INSECTICIDE","(D)"
"930",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYPERMETHRIN = 109702)","INSECTICIDE","(D)"
"931",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"932",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"933",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
"934",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE","(D)"
"935",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
"936",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE","(D)"
"937",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE","46"
"938",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE","55"
"939",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"940",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE","16"
"941",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE","97"
"942",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"943",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ALKYL. DIM. BENZ. AM = 69105)","OTHER","(D)"
"944",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","OTHER","(D)"
"945",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DECYLDIMETHYLOCTYL = 69165)","OTHER","(D)"
"946",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","OTHER","(D)"
"947",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DIDECYL DIM. AMMON. = 69166)","OTHER","(D)"
"948",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DIMETHYLDIOCTYL = 69149)","OTHER","(D)"
"949",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUTRIAFOL = 128940)","OTHER","(D)"
"950",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"951",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"952",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"953",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER","17"
"954",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","(NITROGEN)","83"
"955",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","(PHOSPHATE)","52"
"956",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","(POTASH)","91"
"957",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","(SULFUR)","(D)"
"958",2019,"FLORIDA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"959",2019,"FLORIDA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"960",2019,"FLORIDA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"961",2019,"FLORIDA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"962",2019,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"963",2019,"FLORIDA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","2,020,000"
"964",2019,"OTHER STATES","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","2,265,910,000"
"965",2019,"OTHER STATES","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","17,530,000"
"966",2019,"OTHER STATES","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","262,610,000"
"967",2019,"OTHER STATES","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","4,970,000"
"968",2018,"CALIFORNIA"," ",""," ",""," ","","35,300"
"969",2018,"CALIFORNIA"," ",""," ",""," ","","35,300"
"970",2018,"CALIFORNIA","MEASURED","$"," ",""," ","","2,086,077,000"
"971",2018,"CALIFORNIA","MEASURED","CWT"," ",""," ","","23,298,000"
"972",2018,"CALIFORNIA","MEASURED","CWT / ACRE"," ",""," ","","660"
"973",2018,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","1,100"
